12/11/2024                                                                                                                                                                               Dynamic List Display                                                                                                                                                                                       1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTL Direct Material Stock Report,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Material,Material,Customer,Material description,Size,Unit/Strip,Plant,SLOC,Batch,Revision,Shipment Date,Shipment,Ship No.,Vendor Batch,Manu.Date,Shlf.Date,GR.Date,Vendor,Vendor Name,QI.Qty.,Unres.Qty.,Reserve Qty.,Available Qty.,Block Qty., Total,Remark,Manufacturer
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC55,12227738,-,09/10/2024,1118347134/44,1009241118347134/44,044HAB8041,08/21/2024,08/21/2025,09/10/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC55,12227751,-,09/10/2024,1118347134/45,1009241118347134/45,044HAB8040,08/21/2024,08/21/2025,09/10/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC55,12227755,-,09/10/2024,1118347134/46,1009241118347134/46,044HAA8043,08/21/2024,08/21/2025,09/10/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC55,12227763,-,09/10/2024,1118347134/47,1009241118347134/47,044HAA8041,08/21/2024,08/21/2025,09/10/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC55,12227769,-,09/10/2024,1118347134/48,1009241118347134/48,044HAA8040,08/21/2024,08/21/2025,09/10/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC54,12242463,-,09/17/2024,1118394790/02,1709241118394790/02,044HAA4784,08/21/2024,08/21/2025,09/17/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC51,12314445,,10/22/2024,1118589184/01,2210241118589184/01,044HAA4785,08/21/2024,08/21/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC51,12314463,,10/22/2024,1118589184/02,2210241118589184/02,044HAB4784,08/21/2024,08/21/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC51,12314473,,10/22/2024,1118589184/03,2210241118589184/03,044HAB4785,08/21/2024,08/21/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC51,12314484,,10/22/2024,1118589184/04,2210241118589184/04,044HAC4784,08/21/2024,08/21/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC51,12314494,,10/22/2024,1118589184/05,2210241118589184/05,044HAC4785,08/21/2024,08/21/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC51,12314503,,10/22/2024,1118589184/06,2210241118589184/06,044HAD4784,08/21/2024,08/21/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC51,12314513,,10/22/2024,1118589184/07,2210241118589184/07,044HAD4785,08/21/2024,08/21/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC51,12314525,,10/22/2024,1118589184/08,2210241118589184/08,044HAE4784,08/21/2024,08/21/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC51,12314534,,10/22/2024,1118589184/09,2210241118589184/09,044HAE4785,08/21/2024,08/21/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC51,12314545,,10/22/2024,1118589184/10,2210241118589184/10,044HAF4784,08/21/2024,08/21/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC51,12314553,,10/22/2024,1118589184/11,2210241118589184/11,044HAF4785,08/21/2024,08/21/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC51,12314563,,10/22/2024,1118589184/12,2210241118589184/12,044HAG4785,08/21/2024,08/21/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC51,12314572,,10/22/2024,1118589184/13,2210241118589184/13,044HAH4785,08/21/2024,08/21/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC51,12314580,,10/22/2024,1118589184/14,2210241118589184/14,044HAI4785,08/21/2024,08/21/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC51,12314590,,10/22/2024,1118589184/15,2210241118589184/15,044KAA2066,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC51,12314610,,10/22/2024,1118589184/16,2210241118589184/16,044KAA3759,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC51,12314619,,10/22/2024,1118589184/17,2210241118589184/17,044KAA3900,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC51,12314628,,10/22/2024,1118589184/18,2210241118589184/18,044KAA3901,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC51,12314640,,10/22/2024,1118589184/19,2210241118589184/19,044KAB2066,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,120,DC51,12314653,,10/22/2024,1118589184/20,2210241118589184/20,044KAB3759,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314662,,10/22/2024,1118589184/21,2210241118589184/21,044KAB3900,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314670,,10/22/2024,1118589184/22,2210241118589184/22,044KAB3901,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314678,,10/22/2024,1118589184/23,2210241118589184/23,044KAC2066,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314686,,10/22/2024,1118589184/24,2210241118589184/24,044KAC3759,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314694,,10/22/2024,1118589184/25,2210241118589184/25,044KAC3900,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314701,,10/22/2024,1118589184/26,2210241118589184/26,044KAC3901,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314711,,10/22/2024,1118589184/27,2210241118589184/27,044KAD2066,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314729,,10/22/2024,1118589184/28,2210241118589184/28,044KAD3759,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314738,,10/22/2024,1118589184/29,2210241118589184/29,044KAD3900,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314750,,10/22/2024,1118589184/30,2210241118589184/30,044KAD3901,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314758,,10/22/2024,1118589184/31,2210241118589184/31,044KAE2066,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314766,,10/22/2024,1118589184/32,2210241118589184/32,044KAE3759,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314774,,10/22/2024,1118589184/33,2210241118589184/33,044KAK3759,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314782,,10/22/2024,1118589184/34,2210241118589184/34,044KAK2066,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314792,,10/22/2024,1118589184/35,2210241118589184/35,044KAJ3900,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314801,,10/22/2024,1118589184/36,2210241118589184/36,044KAJ3759,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314810,,10/22/2024,1118589184/37,2210241118589184/37,044KAJ2066,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314818,,10/22/2024,1118589184/38,2210241118589184/38,044KAI3900,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314826,,10/22/2024,1118589184/39,2210241118589184/39,044KAI3759,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314835,,10/22/2024,1118589184/40,2210241118589184/40,044KAI2066,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314842,,10/22/2024,1118589184/41,2210241118589184/41,044KAH3900,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314850,,10/22/2024,1118589184/42,2210241118589184/42,044KAH3759,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314858,,10/22/2024,1118589184/43,2210241118589184/43,044KAH2066,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314867,,10/22/2024,1118589184/44,2210241118589184/44,044KAG3900,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314875,,10/22/2024,1118589184/45,2210241118589184/45,044KAG3759,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314883,,10/22/2024,1118589184/46,2210241118589184/46,044KAG2066,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314891,,10/22/2024,1118589184/47,2210241118589184/47,044KAF3900,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314901,,10/22/2024,1118589184/48,2210241118589184/48,044KAF3759,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314909,,10/22/2024,1118589184/49,2210241118589184/49,044KAF2066,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,-
,PZ0106-UTL,PZ0106,UTL,CDF515P8C8,CDF515P8C8,,130,DC46,12314970,,10/22/2024,1118589184/50,2210241118589184/50,044KAE3900,09/25/2024,09/25/2025,10/23/2024,20067,HENKEL CORPORATION,0,1,0,1,0,1,,
,PZ0108-MCU,PZ0108,MCU,EM-700J1-P,EM-700J1-P NON CON DAF,,130,RP05,10359488,,07/13/2022,EE227AM0/02,130722EE227AM0/02,AA22206,06/22/2022,06/22/2023,07/13/2022,10047,NITTO DENKO MATERIAL (THAILAND),0,0,0,0,1,1,,
,PZ0108-MCU,PZ0108,MCU,EM-700J1-P,EM-700J1-P NON CON DAF,,130,RP05,10673877,,11/03/2022,EE22XAV2/01,031122EE22XAV2/01,AB20210,10/20/2022,10/20/2023,11/03/2022,10047,NITTO DENKO MATERIAL (THAILAND),0,0,0,0,2,2,,-
,PZ0109-UTL,PZ0109,UTL,558-2C31,558-2C31,,130,RP22,9627554,,10/20/2021,17901735SO/02,20102117901735SO/02,1092962SAS,09/29/2021,09/24/2022,10/20/2021,20045,ALPHA ADVANCED MATERIALS,0,0,0,0,3,3,,-
,PZ0109-UTL,PZ0109,UTL,558-2C31,558-2C31,,120,RP99,9627554,,10/20/2021,17901735SO/02,20102117901735SO/02,1092962SAS,09/29/2021,09/24/2022,10/20/2021,20045,ALPHA ADVANCED MATERIALS,0,0,0,0,4,4,,-
,PZ0109-UTL,PZ0109,UTL,558-2C31,558-2C31,,120,RP99,9724074,,11/24/2021,17901919SO/01,24112117901919SO/01,1102862SAS,10/28/2021,10/23/2022,11/25/2021,20045,ALPHA ADVANCED MATERIALS,0,0,0,0,8,8,,-
,PZ0109-UTL,PZ0109,UTL,558-2C31,558-2C31,,130,DC04,12371569,,11/20/2024,47902878SO/01 (10CC),20112447902878SO/01 (10CC),4111433SAS,11/14/2024,11/09/2025,11/21/2024,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,15,0,15,0,15,,-
,PZ0109-UTL,PZ0109,UTL,558-2C31,558-2C31,,140,DA02,12371569,,11/20/2024,47902878SO/01 (10CC),20112447902878SO/01 (10CC),4111433SAS,11/14/2024,11/09/2025,11/21/2024,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,56,0,56,0,56,,-
,PZ0109-UTL,PZ0109,UTL,558-2C31,558-2C31,,120,DR03,12386367,,11/27/2024,47902874 SO/01 (10C),27112447902874 SO/01 (10C),4111434SAS,11/14/2024,11/09/2025,11/28/2024,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,100,0,100,0,100,,-
,PZ0109-UTL,PZ0109,UTL,558-2C31,558-2C31,,120,DR03,12386372,,11/27/2024,47902874 SO/02 (10C),27112447902874 SO/02 (10C),4111535SAS,11/15/2024,11/10/2025,11/28/2024,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,68,0,68,0,68,,-
,PZ0111-STM,PZ0111,STM,ABP8060T Henkel,ABP8060T HENKEL,,120,DR04,12160119,,08/08/2024,196694519/01,080824196694519/01,O84GAD0569,07/24/2024,07/24/2025,08/09/2024,20055,ABLESTIK (SHANGHAI) LTD,0,4,0,4,0,4,,-
,PZ0113-STM,PZ0113,STM,LE5000P8BS Lintec,LE5000P8BS,,120,RP61,11737248,,01/18/2024,NCS20-2401160/02,180124NCS20-2401160/02,35PE110PCN,05/26/2023,01/21/2024,01/18/2024,20010,LINTEC SINGAPORE PTE LTD,0,0,0,0,2,2,,-
,PZ0113-STM,PZ0113,STM,LE5000P8BS Lintec,LE5000P8BS,,120,RP61,11820921,,03/01/2024,NCS20-2402280/01,010324NCS20-2402280/01,3A0E060PCN,11/10/2023,07/07/2024,03/01/2024,20084,LINTEC ADVANCED TECHNOLOGIES (SINGA,0,0,0,0,2,2,,
,PZ0113-STM,PZ0113,STM,LE5000P8BS Lintec,LE5000P8BS,,120,DC53,12009155,,05/31/2024,NCS20-2405280/01,310524NCS20-2405280/01,44PE120PCN,04/26/2024,12/22/2024,05/31/2024,20084,LINTEC ADVANCED TECHNOLOGIES (SINGA,2,0,0,2,0,2,,
,PZ0113-STM,PZ0113,STM,LE5000P8BS Lintec,LE5000P8BS,,120,DC51,12199607,,08/28/2024,S20-2402731/01,280824S20-2402731/01,4.70E+132,07/10/2024,03/10/2025,08/28/2024,20084,LINTEC ADVANCED TECHNOLOGIES (SINGA,0,10,0,10,0,10,,
,PZ0113-STM,PZ0113,STM,LE5000P8BS Lintec,LE5000P8BS,,120,DC56,12263108,,09/26/2024,S20-2403061/01,260924S20-2403061/01,48UE010,08/31/2024,04/30/2025,09/26/2024,20084,LINTEC ADVANCED TECHNOLOGIES (SINGA,0,12,0,12,0,12,,
,PZ0113-STM,PZ0113,STM,LE5000P8BS Lintec,LE5000P8BS,,120,DC55,12319626,,10/25/2024,S20-2403506/01,251024S20-2403506/01,49PE190,09/26/2024,05/26/2025,10/25/2024,20084,LINTEC ADVANCED TECHNOLOGIES (SINGA,0,12,0,12,0,12,,
,PZ0113-STM,PZ0113,STM,LE5000P8BS Lintec,LE5000P8BS,,120,DC54,12330425,,10/30/2024,S20-2403551/01,301024S20-2403551/01,49PE200,09/26/2024,05/26/2025,10/30/2024,20084,LINTEC ADVANCED TECHNOLOGIES (SINGA,0,9,0,9,0,9,,
,PZ0113-STM,PZ0113,STM,LE5000P8BS Lintec,LE5000P8BS,,120,DC55,12395752,,12/04/2024,S20-2403974/01 (300SH),041224S20-2403974/01 (300SH),4A7E070,11/07/2024,07/07/2025,12/04/2024,20084,LINTEC ADVANCED TECHNOLOGIES (SINGA,0,12,0,12,0,12,,-
,PZ0113-UTL,PZ0113,UTL,LE5000P8BS Lintec,LE5000P8BS,,120,RP61,11719059,,10/19/2023,NCS20-2310172/01,191023NCS20-2310172/01,35PE080PCN,05/26/2023,01/21/2024,01/09/2024,20010,LINTEC SINGAPORE PTE LTD,0,0,0,0,1,1,,
,PZ0113-UTL,PZ0113,UTL,LE5000P8BS Lintec,LE5000P8BS,,120,RP57,11898207,,04/06/2024,NCS20-2404040/01,060424NCS20-2404040/01,429E100PCN,02/09/2024,10/06/2024,04/06/2024,20084,LINTEC ADVANCED TECHNOLOGIES (SINGA,0,0,0,0,2,2,,
,PZ0114-STM,PZ0114,STM,LE4777HP8BW,LE4777H FOW,,140,RP61,10500142,,09/02/2022,S20-2202830/01,020922S20-2202830/01,27Q7030,07/27/2022,01/27/2023,09/02/2022,20010,LINTEC SINGAPORE PTE LTD,0,0,0,0,1,1,,-
,PZ0114-STM,PZ0114,STM,LE4777HP8BW,LE4777H FOW,,140,RP61,10927946,,02/08/2023,S20-2300215/01,080223S20-2300215/01,3107050,01/10/2023,07/09/2023,02/08/2023,20010,LINTEC SINGAPORE PTE LTD,0,0,0,0,1,1,,1
,PZ0114-STM,PZ0114,STM,LE4777HP8BW,LE4777H FOW,,140,RP61,10913781,,02/03/2023,S20-2300136/01,030223S20-2300136/01,3107050,01/10/2023,07/10/2023,02/03/2023,20010,LINTEC SINGAPORE PTE LTD,0,0,0,0,1,1,,
,PZ0114-STM,PZ0114,STM,LE4777HP8BW,LE4777H FOW,,140,RP61,11078437,,04/08/2023,S20-2300947/01 (300SH),080423S20-2300947/01 (300SH),33E7080,03/15/2023,09/11/2023,04/08/2023,20010,LINTEC SINGAPORE PTE LTD,0,0,0,0,1,1,,1
,PZ0114-STM,PZ0114,STM,LE4777HP8BW,LE4777H FOW,,140,RP61,11773206,,02/06/2024,S20-2400176/01,060224S20-2400176/01,3AJ7020,11/20/2023,05/18/2024,02/06/2024,20010,LINTEC SINGAPORE PTE LTD,0,0,0,0,1,1,,-
,PZ0114-STM,PZ0114,STM,LE4777HP8BW,LE4777H FOW,,120,RP57,12155893,,06/27/2024,S20-2401956/01,270624S20-2401956/01,4657040,06/05/2024,12/02/2024,08/07/2024,20084,LINTEC ADVANCED TECHNOLOGIES (SINGA,0,0,0,0,2,2,,
,PZ0114-STM,PZ0114,STM,LE4777HP8BW,LE4777H FOW,,140,DC04,12246822,,09/19/2024,S20-2402999/01,190924S20-2402999/01,48J7050,08/20/2024,02/16/2025,09/19/2024,20084,LINTEC ADVANCED TECHNOLOGIES (SINGA,0,1,0,1,0,1,,-
,PZ0114-STM,PZ0114,STM,LE4777HP8BW,LE4777H FOW,,120,DC54,12246822,,09/19/2024,S20-2402999/01,190924S20-2402999/01,48J7050,08/20/2024,02/16/2025,09/19/2024,20084,LINTEC ADVANCED TECHNOLOGIES (SINGA,0,1,0,1,0,1,,-
,PZ0114-STM,PZ0114,STM,LE4777HP8BW,LE4777H FOW,,120,DC55,12289725,,10/09/2024,S20-2403243/01,091024S20-2403243/01,49G7050,09/17/2024,03/16/2025,10/09/2024,20084,LINTEC ADVANCED TECHNOLOGIES (SINGA,0,3,0,3,0,3,,-
,PZ0115-STM,PZ0115,STM,800HT2V,800HT2V,,120,RP99,11034083,,03/21/2023,37900228 SO/01,21032337900228 SO/01,3021432SAS,02/14/2023,08/13/2023,03/21/2023,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,0,0,0,55,55,,-
,PZ0115-STM,PZ0115,STM,800HT2V,800HT2V,,130,RP22,11034083,,03/21/2023,37900228 SO/01,21032337900228 SO/01,3021432SAS,02/14/2023,08/13/2023,03/21/2023,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,0,0,0,2,2,,-
,PZ0115-STM,PZ0115,STM,800HT2V,800HT2V,,120,RP99,11284731,,06/28/2023,37900937/01,28062337900937/01,3061433SAS,06/14/2023,12/11/2023,06/28/2023,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,0,0,0,124,124,,-
,PZ0115-STM,PZ0115,STM,800HT2V,800HT2V,,130,RP22,11284731,,06/28/2023,37900937/01,28062337900937/01,3061433SAS,06/14/2023,12/11/2023,06/28/2023,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,0,0,0,2,2,,-
,PZ0115-STM,PZ0115,STM,800HT2V,800HT2V,,140,RP55,12010928,,06/05/2024,47901266 SO/01,05062447901266 SO/01,4041934SAS,04/19/2024,10/16/2024,06/06/2024,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,0,0,0,2,2,,-
,PZ0115-STM,PZ0115,STM,800HT2V,800HT2V,,140,DA02,12315780,,10/23/2024,47902320 SO/01(5CC),23102447902320 SO/01(5CC),4101033SAS,10/10/2024,04/08/2025,10/23/2024,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,2,0,2,0,2,,
,PZ0115-UTL,PZ0115,UTL,800HT2V,800HT2V,,140,RP55,9831409,,01/12/2022,17902281 SO/01,12012217902281 SO/01,1120931SAS,12/09/2021,06/07/2022,01/12/2022,20045,ALPHA ADVANCED MATERIALS,0,0,0,0,2,2,,-
,PZ0115-UTL,PZ0115,UTL,800HT2V,800HT2V,,120,RP99,10452662,,08/16/2022,27901361 SO/01,16082227901361 SO/01,2071431SAS,07/14/2022,01/10/2023,08/17/2022,20045,ALPHA ADVANCED MATERIALS,0,0,0,0,68,68,,
,PZ0115-UTL,PZ0115,UTL,800HT2V,800HT2V,,120,RP99,10499433,,09/01/2022,27901539SO/01,01092227901539SO/01,2071431SAS,07/14/2022,01/10/2023,09/02/2022,20045,ALPHA ADVANCED MATERIALS,0,0,0,0,70,70,,-
,PZ0115-UTL,PZ0115,UTL,800HT2V,800HT2V,,120,RP99,10561400,,09/22/2022,27901540SO/01,22092227901540SO/01,2082331SAS,08/23/2022,02/19/2023,09/22/2022,20045,ALPHA ADVANCED MATERIALS,0,0,0,0,110,110,,-
,PZ0115-UTL,PZ0115,UTL,800HT2V,800HT2V,,120,RP99,10605064,,10/07/2022,27901594SO/01,07102227901594SO/01,2082331SAS,08/23/2022,02/19/2023,10/08/2022,20045,ALPHA ADVANCED MATERIALS,0,0,0,0,118,118,,-
,PZ0115-UTL,PZ0115,UTL,800HT2V,800HT2V,,120,DR03,12386377,,11/27/2024,47902906 SO/01,27112447902906 SO/01,4111332SAS,11/13/2024,05/12/2025,11/28/2024,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,136,0,136,0,136,,-
,PZ0122-STM,PZ0122,STM,LE04-10 P8BK,LE04-10 P8BK,,130,RP05,10397375,,07/27/2022,S20-2202394/01,270722S20-2202394/01,2747040,07/04/2022,03/04/2023,07/28/2022,20010,LINTEC SINGAPORE PTE LTD,0,0,0,0,2,2,,-
,PZ0122-STM,PZ0122,STM,LE04-10 P8BK,LE04-10 P8BK,,130,RP05,10476965,,08/24/2022,S20-2202665/01,240822S20-2202665/01,27A7030,07/11/2022,03/08/2023,08/24/2022,20010,LINTEC SINGAPORE PTE LTD,0,0,0,0,6,6,,-
