11/13/2024                                                                                                                                                                                                                          Dynamic List Display                                                                                                                                                                                                                                 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTL Direct Material Stock Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Material,Material,Customer,Material description,Size,Unit/Strip,Plant,SLOC,Batch,Extend Shelf life,Number Extend,Revision,Shipment Date,Shipment,Ship No.,X-Out,Vendor Batch,Manu.Date,Shlf.Date,GR.Date,Vendor,Vendor Name,      QI.Qty.,   Unres.Qty., Reserve Qty.,Available Qty.,    Block Qty.,         Total,Remark,AUn,Conversion1,Manufacturer
,FR1761-GS5,FR1761,GS5,8L DFN 5x6 mm/ 1.27 mm Pitch,177.1X94.4,385,120,DP11,12166168,,0,A0N,8/12/2024,UTL1-24080901C/01,120824UTL1-24080901C/01,,200004804-00,8/7/2024,8/7/2025,8/12/2024,20015,"HAESUNG DS CO.,LTD",0,"510,510.00",0,"510,510.00",0,"510,510.00",,KEA,1000 EA = 1 KEA,1
,FR1761-GS5,FR1761,GS5,8L DFN 5x6 mm/ 1.27 mm Pitch,177.1X94.4,385,120,DC21,12257766,,0,A0N,09/23/2024,UTL1-24092002C/01,230924UTL1-24092002C/01,,200004804-00,8/7/2024,8/7/2025,09/24/2024,20015,"HAESUNG DS CO.,LTD",0,"47,355.00",0,"47,355.00",0,"47,355.00",,KEA,1000 EA = 1 KEA,1
,FR1761-GS5,FR1761,GS5,8L DFN 5x6 mm/ 1.27 mm Pitch,177.1X94.4,385,120,DD02,12264875,,0,A0N,09/26/2024,UTL1-24092401A/01,260924UTL1-24092401A/01,,200023978-00,09/18/2024,09/18/2025,09/27/2024,20015,"HAESUNG DS CO.,LTD",0,"447,755.00",0,"447,755.00",0,"447,755.00",,KEA,1000 EA = 1 KEA,1
,FR1761-GS5,FR1761,GS5,8L DFN 5x6 mm/ 1.27 mm Pitch,177.1X94.4,385,120,DD17,12298375,,0,A0N,10/14/2024,UTL1-24101101G/01,141024UTL1-24101101G/01,,200033862-00,10/8/2024,10/8/2025,10/14/2024,20015,"HAESUNG DS CO.,LTD",0,"93,170.00",0,"93,170.00",0,"93,170.00",,KEA,1000 EA = 1 KEA,1
,FR1762-TIU,FR1762,TIU,11L QFN3.5x4.5 FCOL,FCOL ( SELECTIVE PPF ),660,120,FAQ1,11830459,,0,A1N,3/6/2024,9213044888/01,0603249213044888/01,,2408287PCN,3/2/2024,3/2/2025,3/6/2024,20075,Advanced Assembly Materials Singapo,0,0,0,0,"27,720.00","27,720.00",,KEA,1000 EA = 1 KEA,3
,FR1762-TIU,FR1762,TIU,11L QFN3.5x4.5 FCOL,FCOL ( SELECTIVE PPF ),660,120,FAQ1,11830472,,0,A1N,3/6/2024,9213044887/01,0603249213044887/01,,2409099PCN,3/2/2024,3/2/2025,3/6/2024,20075,Advanced Assembly Materials Singapo,0,0,0,0,"5,940.00","5,940.00",,KEA,1000 EA = 1 KEA,3
,FR1762-TIU,FR1762,TIU,11L QFN3.5x4.5 FCOL,FCOL ( SELECTIVE PPF ),660,120,FAQ1,11830478,,0,A1N,3/6/2024,9213044887/02,0603249213044887/02,,2411844PCN,3/2/2024,3/2/2025,3/6/2024,20075,Advanced Assembly Materials Singapo,0,0,0,0,"153,120.00","153,120.00",,KEA,1000 EA = 1 KEA,3
,FR1762-TIU,FR1762,TIU,11L QFN3.5x4.5 FCOL,FCOL ( SELECTIVE PPF ),660,120,FAQ1,11830486,,0,A1N,3/6/2024,9213044887/03,0603249213044887/03,,2411845PCN,3/2/2024,3/2/2025,3/6/2024,20075,Advanced Assembly Materials Singapo,0,0,0,0,"119,460.00","119,460.00",,KEA,1000 EA = 1 KEA,3
,FR1762-TIU,FR1762,TIU,11L QFN3.5x4.5 FCOL,FCOL ( SELECTIVE PPF ),660,120,DD16,11943918,,0,A1N,05/15/2024,D40577/01,150524D40577/01,,E2362,5/6/2024,5/1/2025,05/15/2024,20014,POSSEHL ELECTRONICS HONG KONG LTD.,0,"259,380.00",0,"259,380.00",0,"259,380.00",,KEA,1000 EA = 1 KEA,1
,FR1763-TIU,FR1763,TIU,12L DFN (3x2 mm/0.5 mm PITCH),106.2X43.3 (PPF),1710,120,FAQ1,9960687,,0,A0N,02/21/2022,UTL1-22021807G/01 FAI,210222UTL1-22021807G/01 FAI,,105073593-00,02/16/2022,02/16/2023,02/21/2022,20015,"HAESUNG DS CO.,LTD",0,0,0,0,"444,600.00","444,600.00",,KEA,1000 EA = 1 KEA,
,FR1764-AO0,FR1764,AO0,FRAME 23L QFN4x4 /0.5 mm pitch,2DAP (PPF),700,120,RP27,12216221,Y,1,A0N,11/28/2022,UTL1-22112406D/01,281122UTL1-22112406D/01,,105212576-00,10/7/2022,8/8/2024,11/29/2022,20015,"HAESUNG DS CO.,LTD",0,0,0,0,"149,800.00","149,800.00",AO0-925,EA,1 EA = 1 EA,1
,FR1764-AO0,FR1764,AO0,FRAME 23L QFN4x4 /0.5 mm pitch,2DAP (PPF),700,120,FAU6,11657163,,0,B0N,12/1/2023,UTL1-23112920C/01,011223UTL1-23112920C/01,,105402739-00,11/28/2023,11/27/2024,12/2/2023,20015,"HAESUNG DS CO.,LTD",0,"140,700.00",0,"140,700.00",0,"140,700.00",,KEA,1000 EA = 1 KEA,1
,FR1764-AO0,FR1764,AO0,FRAME 23L QFN4x4 /0.5 mm pitch,2DAP (PPF),700,120,DD20,12216222,Y,2,A0N,10/13/2022,UTL1-22101005A/01,131022UTL1-22101005A/01,,105212576-00,10/7/2022,01/27/2025,10/13/2022,20015,"HAESUNG DS CO.,LTD",0,"1,002,400.00",0,"1,002,400.00",0,"1,002,400.00",AO0-925,EA,1 EA = 1 EA,1
,FR1764-AO0,FR1764,AO0,FRAME 23L QFN4x4 /0.5 mm pitch,2DAP (PPF),700,120,DB58,12216223,Y,1,A0N,12/11/2022,UTL1-22120813C/01,111222UTL1-22120813C/01,,105242886-00,12/6/2022,02/13/2025,12/12/2022,20015,"HAESUNG DS CO.,LTD",0,"691,600.00",0,"691,600.00",0,"691,600.00",AO0-925,EA,1 EA = 1 EA,1
,FR1764-AO0,FR1764,AO0,FRAME 23L QFN4x4 /0.5 mm pitch,2DAP (PPF),700,120,DB58,12216224,Y,1,A0N,12/19/2022,UTL1-22121604A/01,191222UTL1-22121604A/01,,105260025-00,12/14/2022,02/13/2025,12/20/2022,20015,"HAESUNG DS CO.,LTD",0,"214,200.00",0,"214,200.00",0,"214,200.00",AO0-925,EA,1 EA = 1 EA,1
,FR1766-ADI,FR1766,ADI,FRAME 16L DFN (5x4 mm/0.5 mm PITCH),185.0X114.1,550,120,FAQ1,10184446,,0,A0N,05/13/2022,9212014277/01 FAI,1305229212014277/01 FAI,,00575494PCN,5/6/2022,5/6/2023,05/13/2022,20075,Advanced Assembly Materials Singapo,0,0,0,0,"429,550.00","429,550.00",,KEA,1000 EA = 1 KEA,1
,FR1768-ADI,FR1768,ADI,36L QFN5x6 mm./0.5 mm. Pitch,149.60X188.90,360,120,DA28,12125590,Y,1,A0N,07/30/2023,9212023066/01,3007239212023066/01,,594822,06/26/2023,06/25/2025,07/30/2023,20075,Advanced Assembly Materials Singapo,0,"169,920.00",0,"169,920.00",0,"169,920.00",ADI-925,EA,1 EA = 1 EA,1
,FR1768-ADI,FR1768,ADI,36L QFN5x6 mm./0.5 mm. Pitch,149.60X188.90,360,120,DB60,12260777,Y,1,A0N,08/24/2023,9212023555/01,2408239212023555/01,,597755,08/14/2023,08/13/2025,08/24/2023,20075,Advanced Assembly Materials Singapo,0,"306,720.00",0,"306,720.00",0,"306,720.00",ADI-925,EA,1 EA = 1 EA,1
,FR1769-ADI,FR1769,ADI,32L QFN5x5 mm./0.5 mm. Pitch,153.5X153.5 AG PLATE,440,120,RP47,11321654,Y,2,A0N,07/14/2022,9212016192/02,1407229212016192/02,,00580137PCN,7/4/2022,7/4/2024,07/15/2022,20075,Advanced Assembly Materials Singapo,0,0,0,0,"26,840.00","26,840.00",ADI-925,EA,1 EA = 1 EA,1
,FR1769-ADI,FR1769,ADI,32L QFN5x5 mm./0.5 mm. Pitch,153.5X153.5 AG PLATE,440,120,RP32,12101871,,0,A0N,06/13/2022,9212015216/01 FAI,1306229212015216/01 FAI,,00576724PCN,6/5/2022,10/8/2024,06/14/2022,20075,Advanced Assembly Materials Singapo,0,0,0,0,"1,320.00","1,320.00",,KEA,1000 EA = 1 KEA,
,FR1771-ADI,FR1771,ADI,10L DFN 3X3mm / 0.5mm pitch,104.00X75.00 AG PLATE,1170,120,DB10,12282174,,0,A0N,10/5/2024,9212033909/01,0510249212033909/01,,618279,09/26/2024,09/25/2025,10/5/2024,20075,Advanced Assembly Materials Singapo,0,"1,024,920.00",0,"1,024,920.00",0,"1,024,920.00",,KEA,1000 EA = 1 KEA,1
,FR1771-ADI,FR1771,ADI,10L DFN 3X3mm / 0.5mm pitch,104.00X75.00 AG PLATE,1170,120,DA22,12301873,,0,A0N,10/16/2024,9212034184/01,1610249212034184/01,,618279,09/26/2024,09/25/2025,10/16/2024,20075,Advanced Assembly Materials Singapo,0,"322,920.00",0,"322,920.00",0,"322,920.00",,KEA,1000 EA = 1 KEA,1
,FR1773-VS0,FR1773,VS0,30 QFN5x5 Ag custom plating,3DAP (AG CUSTOM PLATE),440,120,FAQ1,10221271,,0,A0N,05/26/2022,XHHINV202252311/01 FAI,260522XHHINV202252311/01 FAI,,XHH22052115-01,05/16/2022,05/15/2023,05/26/2022,20074,HENGHUI Technology Corporation limi,0,0,0,0,"40,480.00","40,480.00",,KEA,1000 EA = 1 KEA,
,FR1776-ONS,FR1776,ONS,FRAME 60L QFN7x7 FULL PPF,232.2X232.2 (PPF),240,120,DA30,12011262,,0,B0N,6/6/2024,UTL1-24060302A/01,060624UTL1-24060302A/01,,105474467-00,05/30/2024,05/30/2025,6/6/2024,20015,"HAESUNG DS CO.,LTD",0,"70,080.00",0,"70,080.00",0,"70,080.00",,KEA,1000 EA = 1 KEA,1
,FR1779-ONS,FR1779,ONS,31L TQFN5x5 / 0.50 mm pitch,2DAP,440,120,FAQ1,10429965,,0,A0N,8/8/2022,XHHINV2022821/04 FAI,080822XHHINV2022821/04 FAI,,XHH22080121,07/30/2022,07/30/2023,8/8/2022,20074,HENGHUI Technology Corporation limi,0,0,0,0,"64,240.00","64,240.00",,KEA,1000 EA = 1 KEA,
,FR1780-VS0,FR1780,VS0,28L QFN4x4 / 0.40 mm pitch,114.2X118.1,700,120,DC30,10221272,,0,A0N,05/26/2022,XHHINV202252311/01 FAI,260522XHHINV202252311/01 FAI,,XHH22050911-01,5/7/2022,12/23/2024,05/26/2022,20074,HENGHUI Technology Corporation limi,0,"18,900.00",0,"18,900.00",0,"18,900.00",,KEA,1000 EA = 1 KEA,
,FR1780-VS0,FR1780,VS0,28L QFN4x4 / 0.40 mm pitch,114.2X118.1,700,120,FAQ1,10221272,,0,A0N,05/26/2022,XHHINV202252311/01 FAI,260522XHHINV202252311/01 FAI,,XHH22050911-01,5/7/2022,12/23/2024,05/26/2022,20074,HENGHUI Technology Corporation limi,0,0,0,0,"12,600.00","12,600.00",,KEA,1000 EA = 1 KEA,
,FR1781-RN0,FR1781,RN0,32L QFN 5x5/ 0.5 mm Pitch,133.80X133.80 PPF,440,120,DB29,12194909,,0,A0N,7/3/2024,1813573521/01,0307241813573521/01,,105487803,06/18/2024,06/18/2025,7/5/2024,20015,"HAESUNG DS CO.,LTD",0,"17,600.00",0,"17,600.00",0,"17,600.00",,EA,1 EA = 1 EA,-
,FR1784-ONS,FR1784,ONS,52L QFN6x6 /0.4 mm pitch Full PPF /,196.8X196.8/PPF,315,120,DD24,11974862,,0,B0N,05/23/2024,UTL1-24052001C/01,230524UTL1-24052001C/01,,105466788-00,5/10/2024,5/10/2025,05/24/2024,20015,"HAESUNG DS CO.,LTD",0,"91,980.00",0,"91,980.00",0,"91,980.00",,KEA,1000 EA = 1 KEA,
,FR1788-TIU,FR1788,TIU,9L QFN 3x2.7 FCOL,FCOL ( SELECTIVE PPF ),1300,120,RP28,11358326,,0,B0N,07/27/2023,D30846/02 FAI,270723D30846/02 FAI,,E0100,07/21/2023,07/15/2024,07/28/2023,20014,POSSEHL ELECTRONICS HONG KONG LTD.,0,0,0,0,"31,200.00","31,200.00",,KEA,1000 EA = 1 KEA,1
,FR1788-TIU,FR1788,TIU,9L QFN 3x2.7 FCOL,FCOL ( SELECTIVE PPF ),1300,120,RP28,11358369,,0,B0N,07/27/2023,D30847/01 FAI,270723D30847/01 FAI,,E0100,07/21/2023,07/15/2024,07/28/2023,20014,POSSEHL ELECTRONICS HONG KONG LTD.,0,0,0,0,"9,100.00","9,100.00",,KEA,1000 EA = 1 KEA,
,FR1788-TIU,FR1788,TIU,9L QFN 3x2.7 FCOL,FCOL ( SELECTIVE PPF ),1300,120,RP28,11515187,,0,B0N,09/25/2023,D31003/01 FAI,250923D31003/01 FAI,,E0100,07/21/2023,07/15/2024,09/26/2023,20014,POSSEHL ELECTRONICS HONG KONG LTD.,0,0,0,0,"509,600.00","509,600.00",,KEA,1000 EA = 1 KEA,1
,FR1788-TIU,FR1788,TIU,9L QFN 3x2.7 FCOL,FCOL ( SELECTIVE PPF ),1300,120,DS07,11358318,Y,1,B0N,07/27/2023,D30846/01 FAI,270723D30846/01 FAI,,D9931,7/3/2023,01/16/2025,07/28/2023,20014,POSSEHL ELECTRONICS HONG KONG LTD.,0,"110,500.00",0,"110,500.00",0,"110,500.00",,KEA,1000 EA = 1 KEA,1
,FR1788-TIU,FR1788,TIU,9L QFN 3x2.7 FCOL,FCOL ( SELECTIVE PPF ),1300,120,FAQ1,11896465,,0,B0N,4/5/2024,9213045970/01,0504249213045970/01,,2413797,03/31/2024,03/31/2025,4/5/2024,20075,Advanced Assembly Materials Singapo,"41,600.00",0,0,"41,600.00",0,"41,600.00",,KEA,1000 EA = 1 KEA,3
,FR1788-TIU,FR1788,TIU,9L QFN 3x2.7 FCOL,FCOL ( SELECTIVE PPF ),1300,120,FAU5,11896465,,0,B0N,4/5/2024,9213045970/01,0504249213045970/01,,2413797,03/31/2024,03/31/2025,4/5/2024,20075,Advanced Assembly Materials Singapo,0,"6,500.00",0,"6,500.00",0,"6,500.00",,KEA,1000 EA = 1 KEA,3
,FR1788-TIU,FR1788,TIU,9L QFN 3x2.7 FCOL,FCOL ( SELECTIVE PPF ),1300,120,FAQ1,11896466,,0,B0N,4/5/2024,9213045971/01,0504249213045971/01,,2414136,03/31/2024,03/31/2025,4/5/2024,20075,Advanced Assembly Materials Singapo,"54,600.00",0,0,"54,600.00",0,"54,600.00",,KEA,1000 EA = 1 KEA,3
,FR1788-TIU,FR1788,TIU,9L QFN 3x2.7 FCOL,FCOL ( SELECTIVE PPF ),1300,120,FAQ1,11896469,,0,B0N,4/5/2024,9213045972/01,0504249213045972/01,,2414212,03/31/2024,03/31/2025,4/5/2024,20075,Advanced Assembly Materials Singapo,"184,600.00",0,0,"184,600.00",0,"184,600.00",,KEA,1000 EA = 1 KEA,3
,FR1788-TIU,FR1788,TIU,9L QFN 3x2.7 FCOL,FCOL ( SELECTIVE PPF ),1300,120,FAQ1,11896471,,0,B0N,4/5/2024,9213045973/01,0504249213045973/01,,2414212,03/31/2024,03/31/2025,4/5/2024,20075,Advanced Assembly Materials Singapo,"184,600.00",0,0,"184,600.00",0,"184,600.00",,KEA,1000 EA = 1 KEA,3
,FR1788-TIU,FR1788,TIU,9L QFN 3x2.7 FCOL,FCOL ( SELECTIVE PPF ),1300,120,FAQ1,11896473,,0,B0N,4/5/2024,9213045974/01,0504249213045974/01,,2414212,03/31/2024,03/31/2025,4/5/2024,20075,Advanced Assembly Materials Singapo,"54,600.00",0,0,"54,600.00",0,"54,600.00",,KEA,1000 EA = 1 KEA,3
,FR1790-AO0,FR1790,AO0,39L QFN5x6 3DAP/3Expose pad /Cu clip,3DAP (AG CUSTOM PLATING),360,120,DZ89,11729309,,0,B0N,01/14/2024,XHHINV20240106/17,140124XHHINV20240106/17,,XHH23122429,12/24/2023,12/23/2024,01/14/2024,20074,HENGHUI Technology Corporation limi,0,"307,440.00",0,"307,440.00",0,"307,440.00",,KEA,1000 EA = 1 KEA,1
,FR1790-AO0,FR1790,AO0,39L QFN5x6 3DAP/3Expose pad /Cu clip,3DAP (AG CUSTOM PLATING),360,120,DB35,11729309,,0,B0N,01/14/2024,XHHINV20240106/17,140124XHHINV20240106/17,,XHH23122429,12/24/2023,12/23/2024,01/14/2024,20074,HENGHUI Technology Corporation limi,0,"299,520.00",0,"299,520.00",0,"299,520.00",,KEA,1000 EA = 1 KEA,1
,FR1790-AO0,FR1790,AO0,39L QFN5x6 3DAP/3Expose pad /Cu clip,3DAP (AG CUSTOM PLATING),360,120,DC01,11748220,,0,B0N,01/24/2024,XHHINV20240116/10,240124XHHINV20240116/10,,XHH24010321,1/2/2024,1/1/2025,01/24/2024,20074,HENGHUI Technology Corporation limi,0,"65,520.00",0,"65,520.00",0,"65,520.00",,KEA,1000 EA = 1 KEA,1
,FR1790-AO0,FR1790,AO0,39L QFN5x6 3DAP/3Expose pad /Cu clip,3DAP (AG CUSTOM PLATING),360,120,DC01,11748239,,0,B0N,01/24/2024,XHHINV2024116/11,240124XHHINV2024116/11,,XHH24011604,01/15/2024,01/14/2025,01/24/2024,20074,HENGHUI Technology Corporation limi,0,"357,120.00",0,"357,120.00",0,"357,120.00",,KEA,1000 EA = 1 KEA,1
,FR1790-AO0,FR1790,AO0,39L QFN5x6 3DAP/3Expose pad /Cu clip,3DAP (AG CUSTOM PLATING),360,120,DA11,11830676,,0,B0N,3/6/2024,XHHINV20240228/10,060324XHHINV20240228/10,,XHH24022464,02/24/2024,02/23/2025,3/6/2024,20074,HENGHUI Technology Corporation limi,0,"38,520.00",0,"38,520.00",0,"38,520.00",,KEA,1000 EA = 1 KEA,1
,FR1790-AO0,FR1790,AO0,39L QFN5x6 3DAP/3Expose pad /Cu clip,3DAP (AG CUSTOM PLATING),360,120,DB51,11891537,,0,B0N,4/3/2024,XHHINV20240329/04,030424XHHINV20240329/04,,XHH24030644,3/6/2024,3/5/2025,4/4/2024,20074,HENGHUI Technology Corporation limi,0,"274,320.00",0,"274,320.00",0,"274,320.00",,KEA,1000 EA = 1 KEA,1
,FR1790-AO0,FR1790,AO0,39L QFN5x6 3DAP/3Expose pad /Cu clip,3DAP (AG CUSTOM PLATING),360,120,DR07,11891550,,0,B0N,4/3/2024,XHHINV20240329/05,030424XHHINV20240329/05,,XHH24031242,3/12/2024,3/11/2025,4/4/2024,20074,HENGHUI Technology Corporation limi,0,"38,520.00",0,"38,520.00",0,"38,520.00",,KEA,1000 EA = 1 KEA,-
,FR1790-AO0,FR1790,AO0,39L QFN5x6 3DAP/3Expose pad /Cu clip,3DAP (AG CUSTOM PLATING),360,120,DB51,11891633,,0,B0N,4/3/2024,XHHINV20240329/17,030424XHHINV20240329/17,,XHH24031243,3/12/2024,3/11/2025,4/4/2024,20074,HENGHUI Technology Corporation limi,0,"308,160.00",0,"308,160.00",0,"308,160.00",,KEA,1000 EA = 1 KEA,1
,FR1790-AO0,FR1790,AO0,39L QFN5x6 3DAP/3Expose pad /Cu clip,3DAP (AG CUSTOM PLATING),360,120,DR07,11891634,,0,B0N,4/3/2024,XHHINV20240329/18,030424XHHINV20240329/18,,XHH24032202,03/20/2024,03/19/2025,4/4/2024,20074,HENGHUI Technology Corporation limi,0,"46,080.00",0,"46,080.00",0,"46,080.00",,KEA,1000 EA = 1 KEA,1
,FR1790-AO0,FR1790,AO0,39L QFN5x6 3DAP/3Expose pad /Cu clip,3DAP (AG CUSTOM PLATING),360,120,DB51,11891725,,0,B0N,4/3/2024,XHHINV20240329/28,030424XHHINV20240329/28,,XHH24032203,03/20/2024,03/19/2025,4/4/2024,20074,HENGHUI Technology Corporation limi,0,"326,520.00",0,"326,520.00",0,"326,520.00",,KEA,1000 EA = 1 KEA,1
,FR1790-AO0,FR1790,AO0,39L QFN5x6 3DAP/3Expose pad /Cu clip,3DAP (AG CUSTOM PLATING),360,120,DR07,11891733,,0,B0N,4/3/2024,XHHINV20240329/29,030424XHHINV20240329/29,,XHH24032602,03/25/2024,03/24/2025,4/4/2024,20074,HENGHUI Technology Corporation limi,0,"27,720.00",0,"27,720.00",0,"27,720.00",,KEA,1000 EA = 1 KEA,1
,FR1790-AO0,FR1790,AO0,39L QFN5x6 3DAP/3Expose pad /Cu clip,3DAP (AG CUSTOM PLATING),360,120,DZ89,11937727,,0,B0N,04/29/2024,XHHINV20240422/08,290424XHHINV20240422/08,,XHH24032601,03/25/2024,03/24/2025,04/30/2024,20074,HENGHUI Technology Corporation limi,0,"357,120.00",0,"357,120.00",0,"357,120.00",,KEA,1000 EA = 1 KEA,1
,FR1790-AO0,FR1790,AO0,39L QFN5x6 3DAP/3Expose pad /Cu clip,3DAP (AG CUSTOM PLATING),360,120,DS01,11940656,,0,B0N,5/3/2024,XHHINV20240426/10,030524XHHINV20240426/10,,XHH24032701,03/26/2024,03/25/2025,5/4/2024,20074,HENGHUI Technology Corporation limi,0,"316,440.00",0,"316,440.00",0,"316,440.00",,KEA,1000 EA = 1 KEA,1
,FR1790-AO0,FR1790,AO0,39L QFN5x6 3DAP/3Expose pad /Cu clip,3DAP (AG CUSTOM PLATING),360,120,DS01,11940657,,0,B0N,5/3/2024,XHHINV20240426/11,030524XHHINV20240426/11,,XHH24042367,04/23/2024,04/22/2025,5/4/2024,20074,HENGHUI Technology Corporation limi,0,"18,720.00",0,"18,720.00",0,"18,720.00",,KEA,1000 EA = 1 KEA,1
,FR1792-IN6,FR1792,IN6,39L QFN 5X6mm/0.45mm.PITCH,2 DAP,360,120,RP43,10980971,,0,A0N,02/28/2023,9212020055/01 FAI,2802239212020055/01 FAI,,590745,02/17/2023,9/11/2024,02/28/2023,20075,Advanced Assembly Materials Singapo,0,0,0,0,"125,280.00","125,280.00",,KEA,1000 EA = 1 KEA,
,FR1792-IN6,FR1792,IN6,39L QFN 5X6mm/0.45mm.PITCH,2 DAP,360,120,DA22,12033305,,0,A0N,6/12/2024,9212031677/01,1206249212031677/01,,612580,05/29/2024,05/28/2025,6/12/2024,20075,Advanced Assembly Materials Singapo,0,"141,840.00",0,"141,840.00",0,"141,840.00",,KEA,1000 EA = 1 KEA,1
,FR1792-IN6,FR1792,IN6,39L QFN 5X6mm/0.45mm.PITCH,2 DAP,360,120,DN01,12103977,,0,A0N,07/13/2024,9212032278/01,1307249212032278/01,,613346,7/2/2024,7/1/2025,07/13/2024,20075,Advanced Assembly Materials Singapo,0,"204,480.00",0,"204,480.00",0,"204,480.00",,KEA,1000 EA = 1 KEA,1
,FR1795-ONS,FR1795,ONS,FRAME 12L DFN (3x3 mm/0.5 mm PITCH),110.20X74.80,1170,120,DA29,12069179,,0,A0N,06/27/2024,UTL1-24061901C/01,270624UTL1-24061901C/01,,105483628-00,06/16/2024,06/16/2025,06/28/2024,20015,"HAESUNG DS CO.,LTD",0,"444,600.00","51,480.00","393,120.00",0,"444,600.00",,KEA,1000 EA = 1 KEA,1
,FR1795-ONS,FR1795,ONS,FRAME 12L DFN (3x3 mm/0.5 mm PITCH),110.20X74.80,1170,120,DB27,11421972,Y,1,A0N,08/21/2023,UTL1-23081714D/01 (FAI),210823UTL1-23081714D/01 (FAI),,105363449-00,08/14/2023,08/14/2025,08/22/2023,20015,"HAESUNG DS CO.,LTD",0,"98,280.00","98,280.00",0,0,"98,280.00",,KEA,1000 EA = 1 KEA,1
,FR1796-ONS,FR1796,ONS,"32L TQFN5x5 / 0.45,0.50 mm pitch",2DAP,440,120,FAQ1,10370653,,0,A0N,07/18/2022,XHHINV20227141/01 FAI,180722XHHINV20227141/01 FAI,,XHH22071304,7/11/2022,7/11/2023,07/18/2022,20074,HENGHUI Technology Corporation limi,0,0,0,0,"108,240.00","108,240.00",,KEA,1000 EA = 1 KEA,
,FR1797-QI0,FR1797,QI0,FRAME 32L QFN (4x4 mm/0.4 mm PITCH),122.00X122.00 PPF,700,120,RJ01,11604904,,0,A0N,11/6/2023,UTL1-23110213B/01,061123UTL1-23110213B/01,,105384382-00,10/27/2023,10/26/2024,11/7/2023,20015,"HAESUNG DS CO.,LTD",0,0,0,0,"393,400.00","393,400.00",,KEA,1000 EA = 1 KEA,1
,FR1798-ONS,FR1798,ONS,FRAME 34L QFN (4x6 mm/0.45/0.50 mm PITCH,2 DAP AG PLATE,450,120,FAR1,10647524,,0,A0N,10/17/2022,9212018334/01 FAI,1710229212018334/01 FAI,,584477,09/30/2022,09/29/2023,10/24/2022,20075,Advanced Assembly Materials Singapo,0,0,0,0,"11,700.00","11,700.00",,KEA,1000 EA = 1 KEA,
,FR1799-MC3,FR1799,MC3,38L QFN 8x8 mm. / PPF.,MULTI DAP,175,120,DU08,11094028,Y,1,A0N,04/17/2023,UTL1-23041301C/01,170423UTL1-23041301C/01,,105305837-00,4/10/2023,4/10/2025,04/17/2023,20015,"HAESUNG DS CO.,LTD",0,"163,100.00",0,"163,100.00",0,"163,100.00",,KEA,1000 EA = 1 KEA,1
,FR1799-MC3,FR1799,MC3,38L QFN 8x8 mm. / PPF.,MULTI DAP,175,120,DX03,11094031,Y,1,A0N,04/17/2023,UTL1-23041301C/02,170423UTL1-23041301C/02,,105305836-00,4/11/2023,4/11/2025,04/17/2023,20015,"HAESUNG DS CO.,LTD",0,"107,800.00",0,"107,800.00",0,"107,800.00",,KEA,1000 EA = 1 KEA,1
,FR1801-SL0,FR1801,SL0,FRAME 20L QFN (5x5 mm/0.65 mm PITCH),149.60X149.60 PPF,440,120,RP18,11385114,,0,B0N,8/7/2023,UTL1-23080314E/01 (FAI),070823UTL1-23080314E/01 (FAI),,105350615-00,07/31/2023,07/31/2024,8/8/2023,20015,"HAESUNG DS CO.,LTD",0,0,0,0,"117,920.00","117,920.00",,KEA,1000 EA = 1 KEA,1
,FR1805-AO0,FR1805,AO0,24L QFN4x5 /0.5 pitch / Cu Clip,2 DAP AG PLATE,560,120,DC01,11987515,,0,A0N,05/25/2024,9212031117/02,2505249212031117/02,,612152,05/19/2024,05/18/2025,05/25/2024,20075,Advanced Assembly Materials Singapo,0,"230,160.00",0,"230,160.00",0,"230,160.00",,KEA,1000 EA = 1 KEA,1
,FR1805-AO0,FR1805,AO0,24L QFN4x5 /0.5 pitch / Cu Clip,2 DAP AG PLATE,560,120,DC01,11987517,,0,A0N,05/25/2024,9212031117/01,2505249212031117/01,,610308,05/19/2024,05/18/2025,05/25/2024,20075,Advanced Assembly Materials Singapo,0,"426,720.00",0,"426,720.00",0,"426,720.00",,KEA,1000 EA = 1 KEA,1
,FR1805-AO0,FR1805,AO0,24L QFN4x5 /0.5 pitch / Cu Clip,2 DAP AG PLATE,560,120,DT04,12089553,,0,A0N,7/7/2024,9212032062/01,0707249212032062/01,,612152,05/19/2024,05/18/2025,7/7/2024,20075,Advanced Assembly Materials Singapo,0,"225,680.00",0,"225,680.00",0,"225,680.00",,KEA,1000 EA = 1 KEA,1
,FR1805-AO0,FR1805,AO0,24L QFN4x5 /0.5 pitch / Cu Clip,2 DAP AG PLATE,560,120,DD25,12139487,,0,A0N,07/30/2024,9212032488/01,3007249212032488/01,,614511,07/16/2024,07/15/2025,07/30/2024,20075,Advanced Assembly Materials Singapo,0,"695,520.00",0,"695,520.00",0,"695,520.00",,KEA,1000 EA = 1 KEA,1
