11/13/2024                                                                                                                                                                                                                          Dynamic List Display                                                                                                                                                                                                                                 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTL Direct Material Stock Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Material,Material,Customer,Material description,Size,Unit/Strip,Plant,SLOC,Batch,Extend Shelf life,Number Extend,Revision,Shipment Date,Shipment,Ship No.,X-Out,Vendor Batch,Manu.Date,Shlf.Date,GR.Date,Vendor,Vendor Name,      QI.Qty.,   Unres.Qty., Reserve Qty.,Available Qty.,    Block Qty.,         Total,Remark,AUn,Conversion1,Manufacturer
,FR0025-IDT,FR0025,IDT,32L QFN 5x5mm / 0.5mm Pitch,146.00X146.00,440,120,DB59,12319648,,0,D0N,10/25/2024,447073/01,251024447073/01,,F-5494,10/21/2024,10/20/2025,10/25/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"656,480.00",0,"656,480.00",0,"656,480.00",,KEA,1000 EA = 1 KEA,1
,FR0025-ONS,FR0025,ONS,32L QFN 5x5mm / 0.5mm Pitch,146.00X146.00,440,120,DD21,11944931,,0,D0,12/1/2023,339651/01,011223339651/01,,AT5-146,11/27/2023,11/26/2024,12/2/2023,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"18,040.00",0,"18,040.00",0,"18,040.00",,KEA,1000 EA = 1 KEA,1
,FR0025-ONS,FR0025,ONS,32L QFN 5x5mm / 0.5mm Pitch,146.00X146.00,440,120,DC27,12305586,,0,D0,3/2/2024,407919/03,020324407919/03,,AT5-151,02/27/2024,02/26/2025,3/2/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"22,000.00",0,"22,000.00",0,"22,000.00",,KEA,1000 EA = 1 KEA,1
,FR0025-ONS,FR0025,ONS,32L QFN 5x5mm / 0.5mm Pitch,146.00X146.00,440,120,DC27,12315842,,0,D0,3/2/2024,407919/03,020324407919/03,,AT5-151,02/27/2024,02/26/2025,3/2/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"13,200.00",0,"13,200.00",0,"13,200.00",,KEA,1000 EA = 1 KEA,1
,FR0035-ONS,FR0035,ONS,48L QFN 6x6mm / 0.4mm Pitch,189.00X189.00 AG PLATE,315,120,DQ14,12266749,,0,A0N,09/27/2024,2775550/24/22,2709242775550/24/22,,7.1718E+14,09/24/2024,09/24/2025,09/27/2024,20003,DAI NIPPON PRINTING CO.LTD.,0,"20,160.00",0,"20,160.00",0,"20,160.00",,KEA,1000 EA = 1 KEA,1
,FR0035-ONS,FR0035,ONS,48L QFN 6x6mm / 0.4mm Pitch,189.00X189.00 AG PLATE,315,120,DO05,12307796,,0,A0N,10/19/2024,2776754/24/17,1910242776754/24/17,,7.1718E+14,10/17/2024,10/17/2025,10/20/2024,20003,DAI NIPPON PRINTING CO.LTD.,0,"246,330.00",0,"246,330.00",0,"246,330.00",,KEA,1000 EA = 1 KEA,1
,FR0035-ONS,FR0035,ONS,48L QFN 6x6mm / 0.4mm Pitch,189.00X189.00 AG PLATE,315,120,DA30,12317677,,0,A0N,10/24/2024,2776889/24/24,2410242776889/24/24,,7.1718E+14,10/21/2024,10/21/2025,10/24/2024,20003,DAI NIPPON PRINTING CO.LTD.,0,"16,380.00",0,"16,380.00",0,"16,380.00",,KEA,1000 EA = 1 KEA,1
,FR0035-ONS,FR0035,ONS,48L QFN 6x6mm / 0.4mm Pitch,189.00X189.00 AG PLATE,315,120,DA30,12317682,,0,A0N,10/24/2024,2776889/24/25,2410242776889/24/25,,7.1718E+14,10/21/2024,10/21/2025,10/24/2024,20003,DAI NIPPON PRINTING CO.LTD.,0,"52,290.00",0,"52,290.00",0,"52,290.00",,KEA,1000 EA = 1 KEA,1
,FR0035-PIC,FR0035,PIC,48L QFN 6x6mm / 0.4mm Pitch,189.00X189.00 AG PLATE,315,120,DQ14,12272605,,0,A0N,09/27/2024,2775550/24/22,2709242775550/24/22,,7.1718E+14,09/24/2024,09/24/2025,09/27/2024,20003,DAI NIPPON PRINTING CO.LTD.,0,"13,545.00",0,"13,545.00",0,"13,545.00",,KEA,1000 EA = 1 KEA,1
,FR0035-PIC,FR0035,PIC,48L QFN 6x6mm / 0.4mm Pitch,189.00X189.00 AG PLATE,315,120,DQ14,12335245,,0,A0N,09/27/2024,2775550/24/22,2709242775550/24/22,,7.1718E+14,09/24/2024,09/24/2025,09/27/2024,20003,DAI NIPPON PRINTING CO.LTD.,0,"81,900.00",0,"81,900.00",0,"81,900.00",,KEA,1000 EA = 1 KEA,1
,FR0035-PIC,FR0035,PIC,48L QFN 6x6mm / 0.4mm Pitch,189.00X189.00 AG PLATE,315,120,DB23,12341194,,0,A0N,11/7/2024,2777611/24/24,0711242777611/24/24,,7.1718E+14,11/5/2024,11/5/2025,11/8/2024,20003,DAI NIPPON PRINTING CO.LTD.,0,"311,850.00",0,"311,850.00",0,"311,850.00",ADP,KEA,1000 EA = 1 KEA,1
,FR0036-IDT,FR0036,IDT,28L QFN 4x4mm / 0.4mm Pitch,114.00X114.00 AG PLATE,700,120,DS03,11861362,,0,B0N,1/11/2024,2762446/24/10,1101242762446/24/10,,7.19653E+14,1/9/2024,1/9/2025,1/12/2024,20003,DAI NIPPON PRINTING CO.LTD.,0,"645,400.00",0,"645,400.00",0,"645,400.00",IDT-925,EA,1 EA = 1 EA,1
,FR0037-STX,FR0037,STX,32L QFN 6x6mm / 0.5mm Pitch,150.00X189.00,315,120,RP23,11704946,,0,A0N,10/4/2023,2757614/23/01,0410232757614/23/01,,7.16716E+14,10/2/2023,10/2/2024,10/5/2023,20003,DAI NIPPON PRINTING CO.LTD.,0,0,0,0,"242,235.00","242,235.00",STX-925,EA,1 EA = 1 EA,1
,FR0037-STX,FR0037,STX,32L QFN 6x6mm / 0.5mm Pitch,150.00X189.00,315,120,RP23,11704948,,0,A0N,10/4/2023,2757614/23/02,0410232757614/23/02,,7.16716E+14,10/2/2023,10/2/2024,10/5/2023,20003,DAI NIPPON PRINTING CO.LTD.,0,0,0,0,"376,425.00","376,425.00",STX-925,EA,1 EA = 1 EA,1
,FR0037-STX,FR0037,STX,32L QFN 6x6mm / 0.5mm Pitch,150.00X189.00,315,120,RP26,11704949,,0,A0N,10/12/2023,2758073/23/08,1210232758073/23/08,,7.16716E+14,10/4/2023,10/4/2024,10/12/2023,20003,DAI NIPPON PRINTING CO.LTD.,0,0,0,0,"68,040.00","68,040.00",STX-925,EA,1 EA = 1 EA,1
,FR0038-ONS,FR0038,ONS,32L QFN 5x5mm / 0.5mm Pitch,146.00X146.00,440,120,RP45,11629622,,0,A0N,11/18/2023,2759686/23/05,1811232759686/23/05,,7.19536E+14,11/13/2023,11/13/2024,11/18/2023,20003,DAI NIPPON PRINTING CO.LTD.,0,0,0,0,"429,880.00","429,880.00",,KEA,1000 EA = 1 KEA,1
,FR0040-MCH,FR0040,MCH,10L DFN 3x3mm / 0.5mm Pitch,102.00X71.00 AG PLATE,1170,120,DC18,11365397,Y,1,B0N,07/29/2023,324242/01,290723324242/01,,E-018,7/7/2023,7/6/2025,07/30/2023,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"665,730.00","11,700.00","654,030.00",0,"665,730.00",,KEA,1000 EA = 1 KEA,1
,FR0041-MXM,FR0041,MXM,8L DFN 3x3mm / 0.65mm Pitch,102.00X79.00 AG PLATE,1170,120,IQ16,12345898,,0,C0N,11/8/2024,449587/01,081124449587/01,,E-040-2,9/6/2024,9/6/2025,11/8/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,"70,200.00",0,0,"70,200.00",0,"70,200.00",,KEA,1000 EA = 1 KEA,1
,FR0041-MXM,FR0041,MXM,8L DFN 3x3mm / 0.65mm Pitch,102.00X79.00 AG PLATE,1170,120,IQ16,12345916,,0,C0N,11/8/2024,449587/02,081124449587/02,,E-041,10/31/2024,10/31/2025,11/8/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,"1,053,000.00",0,0,"1,053,000.00",0,"1,053,000.00",,KEA,1000 EA = 1 KEA,1
,FR0041-MXM,FR0041,MXM,8L DFN 3x3mm / 0.65mm Pitch,102.00X79.00 AG PLATE,1170,120,IQ16,12345939,,0,C0N,11/8/2024,449587/03,081124449587/03,,E-042-1,11/1/2024,11/1/2025,11/8/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,"631,800.00",0,0,"631,800.00",0,"631,800.00",,KEA,1000 EA = 1 KEA,1
,FR0041-ONS,FR0041,ONS,8L DFN 3x3mm / 0.65mm Pitch,102.00X79.00 AG PLATE,1170,120,DD24,11940252,,0,C0N,01/26/2024,402275/01,260124402275/01,,E-028,01/19/2024,01/18/2025,01/26/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"4,680.00",0,"4,680.00",0,"4,680.00",,KEA,1000 EA = 1 KEA,1
,FR0041-ONS,FR0041,ONS,8L DFN 3x3mm / 0.65mm Pitch,102.00X79.00 AG PLATE,1170,120,DD26,12067053,,0,C0N,3/3/2024,408094/01,030324408094/01,,E-030,02/22/2024,02/21/2025,3/3/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"25,740.00",0,"25,740.00",0,"25,740.00",,KEA,1000 EA = 1 KEA,1
,FR0041-ONS,FR0041,ONS,8L DFN 3x3mm / 0.65mm Pitch,102.00X79.00 AG PLATE,1170,120,DD29,12052745,,0,C0N,06/13/2024,423144/02,130624423144/02,,E-035,6/9/2024,6/9/2025,06/13/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"12,870.00",0,"12,870.00",0,"12,870.00",,KEA,1000 EA = 1 KEA,1
,FR0043-AKM,FR0043,AKM,28L QFN 4x4mm / 0.4mm Pitch,114.00X114.00 AG PLATE,700,120,DD20,12154185,,0,B0N,5/12/2024,2768948/24/19,1205242768948/24/19,,7.1746E+14,5/7/2024,5/7/2025,5/12/2024,20003,DAI NIPPON PRINTING CO.LTD.,0,"16,100.00",0,"16,100.00",0,"16,100.00",,KEA,1000 EA = 1 KEA,1
,FR0043-AKM,FR0043,AKM,28L QFN 4x4mm / 0.4mm Pitch,114.00X114.00 AG PLATE,700,120,DB23,12208044,,0,B0N,9/1/2024,437328/02,010924437328/02,,E-007,08/29/2024,08/28/2025,9/1/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"248,500.00",0,"248,500.00",0,"248,500.00",,KEA,1000 EA = 1 KEA,1
,FR0043-AKM,FR0043,AKM,28L QFN 4x4mm / 0.4mm Pitch,114.00X114.00 AG PLATE,700,120,DG11,12222819,,0,B0N,9/8/2024,438770/01,080924438770/01,,E-008-1,9/5/2024,9/4/2025,9/8/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"78,400.00",0,"78,400.00",0,"78,400.00",,KEA,1000 EA = 1 KEA,1
,FR0043-AKM,FR0043,AKM,28L QFN 4x4mm / 0.4mm Pitch,114.00X114.00 AG PLATE,700,120,DZ94,12231504,,0,B0N,9/12/2024,439236/01,120924439236/01,,E-008-2,9/5/2024,9/4/2025,9/12/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"960,400.00",0,"960,400.00",0,"960,400.00",,KEA,1000 EA = 1 KEA,1
,FR0043-AKM,FR0043,AKM,28L QFN 4x4mm / 0.4mm Pitch,114.00X114.00 AG PLATE,700,120,DB52,12234030,,0,B0N,09/13/2024,439484/01,130924439484/01,,E-009,9/10/2024,9/9/2025,09/13/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"36,400.00",0,"36,400.00",0,"36,400.00",,KEA,1000 EA = 1 KEA,1
,FR0043-AKM,FR0043,AKM,28L QFN 4x4mm / 0.4mm Pitch,114.00X114.00 AG PLATE,700,120,DD30,12334133,,0,B0N,11/2/2024,448671/01,021124448671/01,,E-011-2,09/28/2024,09/27/2025,11/2/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,FR0043-AKM,FR0043,AKM,28L QFN 4x4mm / 0.4mm Pitch,114.00X114.00 AG PLATE,700,120,DQ06,12334134,,0,B0N,11/2/2024,448671/02,021124448671/02,,E-012-1,10/29/2024,10/28/2025,11/2/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"1,001,000.00",0,"1,001,000.00",0,"1,001,000.00",,KEA,1000 EA = 1 KEA,1
,FR0043-EM5,FR0043,EM5,28L QFN 4x4mm / 0.4mm Pitch,114.00X114.00 AG PLATE,700,120,DD23,12305565,,0,B0N,07/15/2024,428888/02,150724428888/02,,E-002,7/9/2024,7/8/2025,07/15/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"21,000.00",0,"21,000.00",0,"21,000.00",,KEA,1000 EA = 1 KEA,1
,FR0043-EM5,FR0043,EM5,28L QFN 4x4mm / 0.4mm Pitch,114.00X114.00 AG PLATE,700,120,DB24,12218231,,0,B0N,8/7/2024,433565/02,070824433565/02,,E-004,07/31/2024,07/30/2025,8/7/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"465,500.00",0,"465,500.00",0,"465,500.00",EM5-925,EA,1 EA = 1 EA,1
,FR0043-EM5,FR0043,EM5,28L QFN 4x4mm / 0.4mm Pitch,114.00X114.00 AG PLATE,700,120,DB23,12305587,,0,B0N,9/1/2024,437328/01,010924437328/01,,E-006-2,8/5/2024,8/4/2025,9/1/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"20,300.00",0,"20,300.00",0,"20,300.00",,KEA,1000 EA = 1 KEA,1
,FR0043-EM5,FR0043,EM5,28L QFN 4x4mm / 0.4mm Pitch,114.00X114.00 AG PLATE,700,120,DD29,12315864,,0,B0N,8/9/2024,434018/02,090824434018/02,,E-006-1,8/5/2024,8/4/2025,8/10/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"420,000.00",0,"420,000.00",0,"420,000.00",,KEA,1000 EA = 1 KEA,1
,FR0044-AM2,FR0044,AM2,32L QFN 5x5mm / 0.5mm Pitch,150.00X150.00 Ag plate,440,120,DU02,11292425,Y,2,D0N,04/28/2022,2732209/22/17,2804222732209/22/17,,7.17268E+14,04/25/2022,12/30/2024,04/29/2022,20003,DAI NIPPON PRINTING CO.LTD.,0,"36,520.00",0,"36,520.00",0,"36,520.00",AM2-925,EA,1 EA = 1 EA,1
,FR0044-AM2,FR0044,AM2,32L QFN 5x5mm / 0.5mm Pitch,150.00X150.00 Ag plate,440,120,DB09,12224784,,0,D0N,5/9/2024,417173/01,090524417173/01,,E-044,04/26/2024,04/25/2025,5/9/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"7,480.00",0,"7,480.00",0,"7,480.00",,KEA,1000 EA = 1 KEA,1
,FR0044-ISL,FR0044,ISL,32L QFN 5x5mm / 0.5mm Pitch,150.00X150.00 Ag plate,440,120,DM02,12334303,,0,D0N,11/3/2024,449117/01,031124449117/01,,E-050-2,10/7/2024,10/6/2025,11/3/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"52,800.00",0,"52,800.00",0,"52,800.00",,KEA,1000 EA = 1 KEA,1
,FR0044-ISL,FR0044,ISL,32L QFN 5x5mm / 0.5mm Pitch,150.00X150.00 Ag plate,440,120,DM03,12334305,,0,D0N,11/3/2024,449117/02,031124449117/02,,E-051,10/29/2024,10/28/2025,11/3/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"22,000.00",0,"22,000.00",0,"22,000.00",,KEA,1000 EA = 1 KEA,1
,FR0044-ISL,FR0044,ISL,32L QFN 5x5mm / 0.5mm Pitch,150.00X150.00 Ag plate,440,120,DM02,12334307,,0,D0N,11/3/2024,449117/03,031124449117/03,,E-052,10/29/2024,10/28/2025,11/3/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"528,000.00",0,"528,000.00",0,"528,000.00",,KEA,1000 EA = 1 KEA,1
,FR0044-ISL,FR0044,ISL,32L QFN 5x5mm / 0.5mm Pitch,150.00X150.00 Ag plate,440,120,DM03,12334309,,0,D0N,11/3/2024,449117/04,031124449117/04,,E-053-1,10/30/2024,10/29/2025,11/3/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"52,800.00",0,"52,800.00",0,"52,800.00",,KEA,1000 EA = 1 KEA,1
,FR0044-ONS,FR0044,ONS,32L QFN 5x5mm / 0.5mm Pitch,150.00X150.00 Ag plate,440,120,DG18,12294101,,0,D0N,10/11/2024,444798/01,111024444798/01,,E-049,10/7/2024,10/6/2025,10/12/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"522,720.00",0,"522,720.00",0,"522,720.00",,KEA,1000 EA = 1 KEA,1
,FR0044-ONS,FR0044,ONS,32L QFN 5x5mm / 0.5mm Pitch,150.00X150.00 Ag plate,440,120,DG18,12294114,,0,D0N,10/11/2024,444798/02,111024444798/02,,E-050-1,10/7/2024,10/6/2025,10/12/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"924,000.00",0,"924,000.00",0,"924,000.00",,KEA,1000 EA = 1 KEA,1
,FR0046-ADI,FR0046,ADI,28L QFN 4x4mm / 0.4mm Pitch,114.00X114.00,700,120,DA27,11683574,Y,1,A0N,12/16/2023,2761049/23/01,1612232761049/23/01,,7.18126E+14,12/11/2023,12/11/2025,12/16/2023,20003,DAI NIPPON PRINTING CO.LTD.,0,"203,700.00",0,"203,700.00",0,"203,700.00",,KEA,1000 EA = 1 KEA,1
,FR0047-MCH,FR0047,MCH,16L QFN 3x3mm / 0.5mm Pitch,79 X 79,1170,120,RP27,9818525,Y,6,B0,7/11/2018,2734226/18/10,1107182734226/18/10,,7.00422E+14,7/5/2018,10/30/2024,09/24/2019,20003,DAI NIPPON PRINTING CO.LTD.,0,0,0,0,"603,720.00","603,720.00",MCH-925,EA,1 EA = 1 EA,1
,FR0047-MCH,FR0047,MCH,16L QFN 3x3mm / 0.5mm Pitch,79 X 79,1170,120,DU08,9818523,Y,5,B0,8/1/2018,2735988/18/03,0108182735988/18/03,,7.00422E+14,07/25/2018,12/17/2024,09/24/2019,20003,DAI NIPPON PRINTING CO.LTD.,0,"30,420.00",0,"30,420.00",0,"30,420.00",MCH-925,EA,1 EA = 1 EA,1
,FR0048-ONS,FR0048,ONS,40L QFN 6x6mm / 0.5mm Pitch,185.00X185.00 AG PLATE,315,120,RP42,11896481,,0,B0N,11/16/2023,337582/01,161123337582/01,,E-013,11/11/2023,11/10/2024,11/16/2023,20016,SHINKO ELECTRONICS (S) PTE LTD,0,0,0,0,"2,205.00","2,205.00",,KEA,1000 EA = 1 KEA,1
,FR0049-MCH,FR0049,MCH,24L QFN 4x4mm / 0.5mm Pitch,110.00X110.00,700,120,RP90,11764143,,0,D0N,10/31/2023,335727/02,311023335727/02,,E-137,10/17/2023,10/16/2024,10/31/2023,20016,SHINKO ELECTRONICS (S) PTE LTD,0,0,0,0,"106,400.00","106,400.00",,KEA,1000 EA = 1 KEA,1
,FR0049-MCH,FR0049,MCH,24L QFN 4x4mm / 0.5mm Pitch,110.00X110.00,700,120,RP48,11764144,,0,D0N,10/31/2023,335727/03,311023335727/03,,E-138,10/27/2023,10/26/2024,10/31/2023,20016,SHINKO ELECTRONICS (S) PTE LTD,0,0,0,0,"16,100.00","16,100.00",,KEA,1000 EA = 1 KEA,1
,FR0049-MCH,FR0049,MCH,24L QFN 4x4mm / 0.5mm Pitch,110.00X110.00,700,120,RP44,12067351,,0,D0N,11/23/2023,338662/04,231123338662/04,,E-153,11/14/2023,11/13/2024,11/23/2023,20016,SHINKO ELECTRONICS (S) PTE LTD,0,0,0,0,"132,300.00","132,300.00",,KEA,1000 EA = 1 KEA,1
,FR0049-ONS,FR0049,ONS,24L QFN 4x4mm / 0.5mm Pitch,110.00X110.00,700,120,RP38,11811106,,0,D0N,11/23/2023,338662/01,231123338662/01,,E-150,11/13/2023,11/12/2024,11/23/2023,20016,SHINKO ELECTRONICS (S) PTE LTD,0,0,0,0,"19,600.00","19,600.00",,KEA,1000 EA = 1 KEA,1
,FR0049-ONS,FR0049,ONS,24L QFN 4x4mm / 0.5mm Pitch,110.00X110.00,700,120,DC21,12132706,,0,D0N,06/15/2024,423565/01,150624423565/01,,E-178,6/7/2024,6/6/2025,06/15/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"2,100.00",0,"2,100.00",0,"2,100.00",,KEA,1000 EA = 1 KEA,1
,FR0049-ONS,FR0049,ONS,24L QFN 4x4mm / 0.5mm Pitch,110.00X110.00,700,120,DQ09,12315844,,0,D0N,7/3/2024,427554/05,030724427554/05,,E-188-1,06/28/2024,06/27/2025,7/4/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"42,000.00",0,"42,000.00",0,"42,000.00",,KEA,1000 EA = 1 KEA,1
,FR0050-ONS,FR0050,ONS,6L DFN 3x3mm / 0.95mm Pitch,102.00X79.00 AG PLATE,1170,120,DB52,12127558,,0,B,02/29/2024,407311/02,290224407311/02,,AT5-009-1,02/22/2024,02/21/2025,3/1/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"7,020.00",0,"7,020.00",0,"7,020.00",,KEA,1000 EA = 1 KEA,1
,FR0050-ONS,FR0050,ONS,6L DFN 3x3mm / 0.95mm Pitch,102.00X79.00 AG PLATE,1170,120,DB52,12127556,,0,B,4/4/2024,413256/02,040424413256/02,,AT5-011,03/29/2024,03/28/2025,4/5/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"4,680.00",0,"4,680.00",0,"4,680.00",,KEA,1000 EA = 1 KEA,1
,FR0050-ONS,FR0050,ONS,6L DFN 3x3mm / 0.95mm Pitch,102.00X79.00 AG PLATE,1170,120,DN11,12285745,,0,B0N,06/27/2024,425845/03,270624425845/03,,E-005-1,06/23/2024,06/22/2025,06/28/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"58,500.00",0,"58,500.00",0,"58,500.00",,KEA,1000 EA = 1 KEA,1
,FR0050-ONS,FR0050,ONS,6L DFN 3x3mm / 0.95mm Pitch,102.00X79.00 AG PLATE,1170,120,DT06,12335312,,0,B0N,11/6/2024,449443/01,061124449443/01,,E-010-2,10/31/2024,10/30/2025,11/6/2024,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"631,800.00",0,"631,800.00",0,"631,800.00",,KEA,1000 EA = 1 KEA,1
,FR0056-AKM,FR0056,AKM,20L QFN 4x4mm / 0.5mm Pitch,98.00X98.00 AG PLATE,700,120,DB23,12211885,,0,D0N,9/4/2024,2774562/24/05,0409242774562/24/05,,7.18953E+14,9/2/2024,9/2/2025,9/4/2024,20003,DAI NIPPON PRINTING CO.LTD.,0,"615,300.00",0,"615,300.00",0,"615,300.00",,KEA,1000 EA = 1 KEA,1
,FR0056-IDT,FR0056,IDT,20L QFN 4x4mm / 0.5mm Pitch,98.00X98.00 AG PLATE,700,120,RP39,12354605,,0,D0N,8/9/2023,2754734/23/47,0908232754734/23/47,,7.18953E+14,8/7/2023,8/7/2024,8/10/2023,20003,DAI NIPPON PRINTING CO.LTD.,0,0,0,0,"150,500.00","150,500.00",IDT-925,EA,1 EA = 1 EA,1
,FR0057-ADI,FR0057,ADI,20L QFN 3x3mm / 0.4mm Pitch,75.00X75.00 AG PLATE,1170,120,RP32,11321641,Y,3,B0,7/9/2022,2736565/22/16,0907222736565/22/16,,7.09919E+14,7/7/2022,7/7/2024,7/10/2022,20003,DAI NIPPON PRINTING CO.LTD.,0,0,0,0,"9,360.00","9,360.00",ADI-925,EA,1 EA = 1 EA,1
,FR0057-ADI,FR0057,ADI,20L QFN 3x3mm / 0.4mm Pitch,75.00X75.00 AG PLATE,1170,120,DC02,11890943,,0,B0N,4/3/2024,2766960/24/15,0304242766960/24/15,,7.19275E+14,4/1/2024,4/1/2025,4/4/2024,20003,DAI NIPPON PRINTING CO.LTD.,0,"493,740.00",0,"493,740.00",0,"493,740.00",ADP,KEA,1000 EA = 1 KEA,1
,FR0057-IDT,FR0057,IDT,20L QFN 3x3mm / 0.4mm Pitch,75.00X75.00 AG PLATE,1170,120,DB20,12212019,,0,B0N,9/4/2024,2774562/24/10,0409242774562/24/10,,7.19275E+14,9/2/2024,9/2/2025,9/4/2024,20003,DAI NIPPON PRINTING CO.LTD.,0,"1,010,880.00","86,580.00","924,300.00",0,"1,010,880.00",ADP,KEA,1000 EA = 1 KEA,1
,FR0060-DLG,FR0060,DLG,28L QFN 5x5mm / 0.5mm Pitch,138.00X138.00 AG PLATE,440,120,RP32,11446918,,0,F0,08/30/2023,2755632/23/04,3008232755632/23/04,,7.13473E+14,08/28/2023,08/28/2024,08/30/2023,20003,DAI NIPPON PRINTING CO.LTD.,0,0,0,0,"374,880.00","374,880.00",,KEA,1000 EA = 1 KEA,1
,FR0060-DLG,FR0060,DLG,28L QFN 5x5mm / 0.5mm Pitch,138.00X138.00 AG PLATE,440,120,RP32,11446920,,0,F0,08/30/2023,2755632/23/05,3008232755632/23/05,,7.13473E+14,08/28/2023,08/28/2024,08/30/2023,20003,DAI NIPPON PRINTING CO.LTD.,0,0,0,0,"721,600.00","721,600.00",,KEA,1000 EA = 1 KEA,1
,FR0060-DLG,FR0060,DLG,28L QFN 5x5mm / 0.5mm Pitch,138.00X138.00 AG PLATE,440,120,DX03,12231600,Y,1,F0,07/26/2023,2754095/23/36,2607232754095/23/36,,7.13473E+14,07/24/2023,4/3/2025,07/27/2023,20003,DAI NIPPON PRINTING CO.LTD.,0,"166,320.00",0,"166,320.00",0,"166,320.00",DLG-925,EA,1 EA = 1 EA,1
,FR0060-MCH,FR0060,MCH,28L QFN 5x5mm / 0.5mm Pitch,138.00X138.00 AG PLATE,440,120,DQ02,12300101,,0,F0N,10/1/2024,2775802/24/04,0110242775802/24/04,,7.18595E+14,09/27/2024,09/27/2025,10/1/2024,20003,DAI NIPPON PRINTING CO.LTD.,0,"23,760.00",0,"23,760.00",0,"23,760.00",,KEA,1000 EA = 1 KEA,1
,FR0060-SL6,FR0060,SL6,28L QFN 5x5mm / 0.5mm Pitch,138.00X138.00 AG PLATE,440,120,DQ02,12274240,,0,F0N,10/1/2024,2775802/24/04,0110242775802/24/04,,7.18595E+14,09/27/2024,09/27/2025,10/1/2024,20003,DAI NIPPON PRINTING CO.LTD.,0,"470,360.00",0,"470,360.00",0,"470,360.00",,KEA,1000 EA = 1 KEA,1
,FR0066-DSC,FR0066,DSC,40L QFN 5x5mm / 0.4mm Pitch,150.00X150.00 Ag plate,440,120,DB27,11735696,Y,1,B,02/15/2023,304500/01,150223304500/01,,AT5-040,2/9/2023,2/8/2025,02/15/2023,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"55,440.00",0,"55,440.00",0,"55,440.00",,EA,1 EA = 1 EA,1
,FR0066-ONS,FR0066,ONS,40L QFN 5x5mm / 0.4mm Pitch,150.00X150.00 Ag plate,440,120,DU06,11691388,Y,1,B,02/15/2023,304500/01,150223304500/01,,AT5-040,2/9/2023,2/8/2025,02/15/2023,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"318,560.00",0,"318,560.00",0,"318,560.00",ONS-925,EA,1 EA = 1 EA,1
,FR0066-ONS,FR0066,ONS,40L QFN 5x5mm / 0.4mm Pitch,150.00X150.00 Ag plate,440,120,DA18,11691389,Y,1,B,3/4/2023,307008/01,040323307008/01,,AT5-041-1,3/1/2023,02/28/2025,3/4/2023,20016,SHINKO ELECTRONICS (S) PTE LTD,0,"89,760.00",0,"89,760.00",0,"89,760.00",ONS-925,EA,1 EA = 1 EA,1
